Date,Active_Lever_Presses,Inactive_Lever_Presses,Session_Number,Stage,Animal.ID,Genotype,Drug,Dose
2018-07-26,108,0,4,FR1 SL,67,WT,,
2018-07-27,117,70,1,FR1 DL,67,WT,,
2018-07-30,113,14,2,FR1 DL,67,WT,,
2018-07-31,105,15,3,FR1 DL,67,WT,,
2018-08-01,126,15,4,FR1 DL,67,WT,,
2018-08-02,334,15,1,FR3,67,WT,,
2018-08-03,351,6,2,FR3,67,WT,,
2018-08-06,276,3,3,FR3,67,WT,,
2018-08-07,325,10,4,FR3,67,WT,,
2018-08-08,540,26,1,FR5,67,WT,,
2018-08-09,515,19,2,FR5,67,WT,,
2018-08-10,570,12,3,FR5,67,WT,,
2018-08-13,370,0,4,FR5,67,WT,,
2018-08-14,68,6,1,FR5 DEVAL,67,WT,,
2018-08-15,367,2,5,FR5,67,WT,,
2018-08-16,516,5,6,FR5,67,WT,,
2018-08-17,144,7,2,FR5 DEVAL,67,WT,,
2018-08-20,395,3,7,FR5,67,WT,,
2018-08-21,517,3,8,FR5,67,WT,,
2018-08-22,560,5,9,FR5,67,WT,,
2018-08-23,503,8,10,FR5,67,WT,,
2018-08-24,620,6,11,FR5,67,WT,,
2018-08-27,499,5,12,FR5,67,WT,,
2018-08-28,859,0,1,PR 2HR,67,WT,,
2018-08-29,369,0,13,FR5,67,WT,,
2018-08-30,952,0,2,PR 2HR,67,WT,,
2018-08-31,550,0,14,FR5,67,WT,,
2018-09-03,614,3,15,FR5,67,WT,,
2018-09-04,1225,0,3,PR 2HR,67,WT,,
2018-09-05,535,0,16,FR5,67,WT,,
2018-09-06,921,30,1,PR DL/FR5 DL,67,WT,,
2018-09-07,605,1,2,FR5 DL/PR DL,67,WT,,
2018-09-10,591,2,17,FR5,67,WT,,
2018-09-11,833,0,1,PR 2HR + ATO,67,WT,Saline,0
2018-09-12,490,3,18,FR5,67,WT,,
2018-09-13,633,7,4,PR 2HR,67,WT,,
2018-09-14,602,0,19,FR5,67,WT,,
2018-09-17,552,0,20,FR5,67,WT,,
2018-09-18,435,3,2,PR 2HR + ATO,67,WT,ATO,3
2018-09-19,580,2,21,FR5,67,WT,,
2018-09-20,851,0,5,PR 2HR,67,WT,,
2018-09-21,535,3,22,FR5,67,WT,,
2018-09-24,573,5,23,FR5,67,WT,,
2018-09-25,851,0,3,PR 2HR + ATO,67,WT,ATO,1
2018-07-23,7,0,1,FR1 SL,64,WT,,
2018-07-24,54,0,2,FR1 SL,64,WT,,
2018-07-25,102,0,3,FR1 SL,64,WT,,
2018-07-26,109,0,4,FR1 SL,64,WT,,
2018-07-27,80,5,1,FR1 DL,64,WT,,
2018-07-30,61,1,2,FR1 DL,64,WT,,
2018-07-31,56,1,3,FR1 DL,64,WT,,
2018-08-01,50,9,4,FR1 DL,64,WT,,
2018-08-02,215,9,1,FR3,64,WT,,
2018-08-03,141,4,2,FR3,64,WT,,
2018-08-06,141,9,3,FR3,64,WT,,
2018-08-07,191,4,4,FR3,64,WT,,
2018-08-08,199,3,1,FR5,64,WT,,
2018-08-09,267,5,2,FR5,64,WT,,
2018-08-10,260,0,3,FR5,64,WT,,
2018-08-13,286,2,4,FR5,64,WT,,
2018-08-14,63,2,1,FR5 DEVAL,64,WT,,
2018-08-15,20,4,5,FR5,64,WT,,
2018-08-16,186,2,6,FR5,64,WT,,
2018-08-17,35,0,2,FR5 DEVAL,64,WT,,
2018-08-20,140,3,7,FR5,64,WT,,
2018-08-21,179,0,8,FR5,64,WT,,
2018-08-22,251,1,9,FR5,64,WT,,
2018-08-23,244,2,10,FR5,64,WT,,
2018-08-24,202,2,11,FR5,64,WT,,
2018-08-27,229,6,12,FR5,64,WT,,
2018-08-28,416,15,1,PR 2HR,64,WT,,
2018-08-29,239,1,13,FR5,64,WT,,
2018-08-30,493,5,2,PR 2HR,64,WT,,
2018-08-31,271,1,14,FR5,64,WT,,
2018-09-03,370,1,15,FR5,64,WT,,
2018-09-04,560,4,3,PR 2HR,64,WT,,
2018-09-05,345,1,16,FR5,64,WT,,
2018-09-06,705,2,1,PR DL/FR5 DL,64,WT,,
2018-09-07,340,2,2,FR5 DL/PR DL,64,WT,,
2018-09-10,325,4,17,FR5,64,WT,,
2018-09-11,741,2,1,PR 2HR + ATO,64,WT,Saline,0
2018-09-12,326,1,18,FR5,64,WT,,
2018-09-13,743,2,4,PR 2HR,64,WT,,
2018-09-14,310,0,19,FR5,64,WT,,
2018-09-17,269,1,20,FR5,64,WT,,
2018-09-18,245,1,2,PR 2HR + ATO,64,WT,ATO,3
2018-09-19,271,0,21,FR5,64,WT,,
2018-09-20,528,4,5,PR 2HR,64,WT,,
2018-09-21,216,1,22,FR5,64,WT,,
2018-09-24,306,0,23,FR5,64,WT,,
2018-09-25,570,1,3,PR 2HR + ATO,64,WT,ATO,1
2018-07-23,11,0,1,FR1 SL,82,WT,,
2018-07-24,19,0,2,FR1 SL,82,WT,,
2018-07-25,94,0,3,FR1 SL,82,WT,,
2018-07-26,110,0,4,FR1 SL,82,WT,,
2018-07-27,111,4,1,FR1 DL,82,WT,,
2018-07-30,76,0,2,FR1 DL,82,WT,,
2018-07-31,104,1,3,FR1 DL,82,WT,,
2018-08-01,92,1,4,FR1 DL,82,WT,,
2018-08-02,204,0,1,FR3,82,WT,,
2018-08-03,207,1,2,FR3,82,WT,,
2018-08-06,155,0,3,FR3,82,WT,,
2018-08-07,160,0,4,FR3,82,WT,,
2018-08-08,277,1,1,FR5,82,WT,,
2018-08-09,395,1,2,FR5,82,WT,,
2018-08-10,467,1,3,FR5,82,WT,,
2018-08-13,390,0,4,FR5,82,WT,,
2018-08-14,103,1,1,FR5 DEVAL,82,WT,,
2018-08-15,272,0,5,FR5,82,WT,,
2018-08-16,425,0,6,FR5,82,WT,,
2018-08-17,58,3,2,FR5 DEVAL,82,WT,,
2018-08-20,365,0,7,FR5,82,WT,,
2018-08-21,471,2,8,FR5,82,WT,,
2018-08-22,470,1,9,FR5,82,WT,,
2018-08-23,468,0,10,FR5,82,WT,,
2018-08-24,480,2,11,FR5,82,WT,,
2018-08-27,410,3,12,FR5,82,WT,,
2018-08-28,703,31,1,PR 2HR,82,WT,,
2018-08-29,300,2,13,FR5,82,WT,,
2018-08-30,401,12,2,PR 2HR,82,WT,,
2018-08-31,310,2,14,FR5,82,WT,,
2018-09-03,394,3,15,FR5,82,WT,,
2018-09-04,608,18,3,PR 2HR,82,WT,,
2018-09-05,376,12,16,FR5,82,WT,,
2018-09-06,484,18,1,PR DL/FR5 DL,82,WT,,
2018-09-07,355,17,2,FR5 DL/PR DL,82,WT,,
2018-09-10,483,3,17,FR5,82,WT,,
2018-09-11,728,13,1,PR 2HR + ATO,82,WT,Saline,0
2018-09-12,432,1,18,FR5,82,WT,,
2018-09-13,757,9,4,PR 2HR,82,WT,,
2018-09-14,429,4,19,FR5,82,WT,,
2018-09-17,400,3,20,FR5,82,WT,,
2018-09-18,266,0,2,PR 2HR + ATO,82,WT,ATO,3
2018-09-19,385,9,21,FR5,82,WT,,
2018-09-20,691,16,5,PR 2HR,82,WT,,
2018-09-21,388,5,22,FR5,82,WT,,
2018-09-24,420,10,23,FR5,82,WT,,
2018-09-25,607,12,3,PR 2HR + ATO,82,WT,ATO,1
2018-07-23,0,0,1,FR1 SL,71,WT,,
2018-07-24,38,0,2,FR1 SL,71,WT,,
2018-07-25,101,0,3,FR1 SL,71,WT,,
2018-07-26,116,0,4,FR1 SL,71,WT,,
2018-07-27,146,19,1,FR1 DL,71,WT,,
2018-07-30,120,12,2,FR1 DL,71,WT,,
2018-07-31,157,8,3,FR1 DL,71,WT,,
2018-08-01,166,13,4,FR1 DL,71,WT,,
2018-08-02,258,13,1,FR3,71,WT,,
2018-08-03,266,11,2,FR3,71,WT,,
2018-08-06,178,12,3,FR3,71,WT,,
2018-08-07,200,11,4,FR3,71,WT,,
2018-08-08,251,10,1,FR5,71,WT,,
2018-08-09,312,18,2,FR5,71,WT,,
2018-08-10,357,9,3,FR5,71,WT,,
2018-08-13,317,9,4,FR5,71,WT,,
2018-08-14,70,3,1,FR5 DEVAL,71,WT,,
2018-08-15,330,11,5,FR5,71,WT,,
2018-08-16,400,12,6,FR5,71,WT,,
2018-08-17,121,4,2,FR5 DEVAL,71,WT,,
2018-08-20,325,6,7,FR5,71,WT,,
2018-08-21,396,9,8,FR5,71,WT,,
2018-08-22,455,4,9,FR5,71,WT,,
2018-08-23,459,9,10,FR5,71,WT,,
2018-08-24,448,11,11,FR5,71,WT,,
2018-08-27,412,10,12,FR5,71,WT,,
2018-08-28,858,30,1,PR 2HR,71,WT,,
2018-08-29,378,8,13,FR5,71,WT,,
2018-08-30,1195,39,2,PR 2HR,71,WT,,
2018-08-31,380,13,14,FR5,71,WT,,
2018-09-03,449,8,15,FR5,71,WT,,
2018-09-04,925,26,3,PR 2HR,71,WT,,
2018-09-05,328,17,16,FR5,71,WT,,
2018-09-06,876,36,1,PR DL/FR5 DL,71,WT,,
2018-09-07,424,9,2,FR5 DL/PR DL,71,WT,,
2018-09-10,375,8,17,FR5,71,WT,,
2018-09-11,901,24,1,PR 2HR + ATO,71,WT,Saline,0
2018-09-12,393,9,18,FR5,71,WT,,
2018-09-13,985,28,4,PR 2HR,71,WT,,
2018-09-14,332,10,19,FR5,71,WT,,
2018-09-17,481,22,20,FR5,71,WT,,
2018-09-18,508,17,2,PR 2HR + ATO,71,WT,ATO,3
2018-09-19,424,18,21,FR5,71,WT,,
2018-09-20,1098,25,5,PR 2HR,71,WT,,
2018-09-21,338,20,22,FR5,71,WT,,
2018-09-24,416,4,23,FR5,71,WT,,
2018-09-25,789,5,3,PR 2HR + ATO,71,WT,ATO,1
2018-07-23,22,0,1,FR1 SL,76,KI,,
2018-07-24,76,0,2,FR1 SL,76,KI,,
2018-07-25,127,0,3,FR1 SL,76,KI,,
2018-07-26,100,0,4,FR1 SL,76,KI,,
2018-07-27,106,36,1,FR1 DL,76,KI,,
2018-07-30,99,27,2,FR1 DL,76,KI,,
2018-07-31,108,21,3,FR1 DL,76,KI,,
2018-08-01,94,20,4,FR1 DL,76,KI,,
2018-08-02,273,17,1,FR3,76,KI,,
2018-08-03,290,9,2,FR3,76,KI,,
2018-08-06,287,23,3,FR3,76,KI,,
2018-08-07,323,13,4,FR3,76,KI,,
2018-08-08,467,16,1,FR5,76,KI,,
2018-08-09,470,27,2,FR5,76,KI,,
2018-08-10,475,34,3,FR5,76,KI,,
2018-08-13,405,36,4,FR5,76,KI,,
2018-08-14,102,10,1,FR5 DEVAL,76,KI,,
2018-08-15,395,14,5,FR5,76,KI,,
2018-08-16,303,10,6,FR5,76,KI,,
2018-08-17,70,4,2,FR5 DEVAL,76,KI,,
2018-08-20,250,5,7,FR5,76,KI,,
2018-08-21,310,7,8,FR5,76,KI,,
2018-08-22,468,3,9,FR5,76,KI,,
2018-08-23,265,15,10,FR5,76,KI,,
2018-08-24,485,7,11,FR5,76,KI,,
2018-08-27,425,6,12,FR5,76,KI,,
2018-08-28,678,19,1,PR 2HR,76,KI,,
2018-08-29,344,5,13,FR5,76,KI,,
2018-08-30,548,14,2,PR 2HR,76,KI,,
2018-08-31,250,4,14,FR5,76,KI,,
2018-09-03,355,3,15,FR5,76,KI,,
2018-09-04,605,38,3,PR 2HR,76,KI,,
2018-09-05,430,8,16,FR5,76,KI,,
2018-09-06,455,18,1,PR DL/FR5 DL,76,KI,,
2018-09-07,400,6,2,FR5 DL/PR DL,76,KI,,
2018-09-10,366,6,17,FR5,76,KI,,
2018-09-11,356,10,1,PR 2HR + ATO,76,KI,ATO,1
2018-09-12,436,7,18,FR5,76,KI,,
2018-09-13,424,24,4,PR 2HR,76,KI,,
2018-09-14,400,6,19,FR5,76,KI,,
2018-09-17,442,5,20,FR5,76,KI,,
2018-09-18,367,12,2,PR 2HR + ATO,76,KI,Saline,0
2018-09-19,385,3,21,FR5,76,KI,,
2018-09-20,599,14,5,PR 2HR,76,KI,,
2018-09-21,445,6,22,FR5,76,KI,,
2018-09-24,460,7,23,FR5,76,KI,,
2018-09-25,528,8,3,PR 2HR + ATO,76,KI,ATO,3
2018-07-23,3,0,1,FR1 SL,86,KI,,
2018-07-24,22,0,2,FR1 SL,86,KI,,
2018-07-25,72,0,3,FR1 SL,86,KI,,
2018-07-26,32,0,4,FR1 SL,86,KI,,
2018-07-27,90,5,1,FR1 DL,86,KI,,
2018-07-30,58,8,2,FR1 DL,86,KI,,
2018-07-31,115,2,3,FR1 DL,86,KI,,
2018-08-01,128,3,4,FR1 DL,86,KI,,
2018-08-02,324,0,1,FR3,86,KI,,
2018-08-03,349,1,2,FR3,86,KI,,
2018-08-06,402,2,3,FR3,86,KI,,
2018-08-07,360,7,4,FR3,86,KI,,
2018-08-08,701,6,1,FR5,86,KI,,
2018-08-09,580,11,2,FR5,86,KI,,
2018-08-10,671,10,3,FR5,86,KI,,
2018-08-13,595,8,4,FR5,86,KI,,
2018-08-14,144,15,1,FR5 DEVAL,86,KI,,
2018-08-15,335,0,5,FR5,86,KI,,
2018-08-16,565,2,6,FR5,86,KI,,
2018-08-17,155,4,2,FR5 DEVAL,86,KI,,
2018-08-20,445,6,7,FR5,86,KI,,
2018-08-21,570,0,8,FR5,86,KI,,
2018-08-22,600,0,9,FR5,86,KI,,
2018-08-23,596,2,10,FR5,86,KI,,
2018-08-24,490,1,11,FR5,86,KI,,
2018-08-27,375,0,12,FR5,86,KI,,
2018-08-28,1012,4,1,PR 2HR,86,KI,,
2018-08-29,328,0,13,FR5,86,KI,,
2018-08-30,916,4,2,PR 2HR,86,KI,,
2018-08-31,463,0,14,FR5,86,KI,,
2018-09-03,475,1,15,FR5,86,KI,,
2018-09-04,959,1,3,PR 2HR,86,KI,,
2018-09-05,340,0,16,FR5,86,KI,,
2018-09-06,691,2,1,PR DL/FR5 DL,86,KI,,
2018-09-07,443,0,2,FR5 DL/PR DL,86,KI,,
2018-09-10,404,1,17,FR5,86,KI,,
2018-09-11,509,0,1,PR 2HR + ATO,86,KI,ATO,1
2018-09-12,330,0,18,FR5,86,KI,,
2018-09-13,780,3,4,PR 2HR,86,KI,,
2018-09-14,315,3,19,FR5,86,KI,,
2018-09-17,340,1,20,FR5,86,KI,,
2018-09-18,701,0,2,PR 2HR + ATO,86,KI,Saline,0
2018-09-19,345,2,21,FR5,86,KI,,
2018-09-20,1327,3,5,PR 2HR,86,KI,,
2018-09-21,520,1,22,FR5,86,KI,,
2018-09-24,325,0,23,FR5,86,KI,,
2018-09-25,630,0,3,PR 2HR + ATO,86,KI,ATO,3
2018-07-23,12,0,1,FR1 SL,75,KI,,
2018-07-24,44,0,2,FR1 SL,75,KI,,
2018-07-25,114,0,3,FR1 SL,75,KI,,
2018-07-26,115,0,4,FR1 SL,75,KI,,
2018-07-27,133,2,1,FR1 DL,75,KI,,
2018-07-30,96,2,2,FR1 DL,75,KI,,
2018-07-31,116,3,3,FR1 DL,75,KI,,
2018-08-01,148,17,4,FR1 DL,75,KI,,
2018-08-02,342,2,1,FR3,75,KI,,
2018-08-03,346,2,2,FR3,75,KI,,
2018-08-06,250,2,3,FR3,75,KI,,
2018-08-07,288,0,4,FR3,75,KI,,
2018-08-08,525,10,1,FR5,75,KI,,
2018-08-09,420,23,2,FR5,75,KI,,
2018-08-10,507,5,3,FR5,75,KI,,
2018-08-13,389,5,4,FR5,75,KI,,
2018-08-14,72,6,1,FR5 DEVAL,75,KI,,
2018-08-15,410,6,5,FR5,75,KI,,
2018-08-16,440,9,6,FR5,75,KI,,
2018-08-17,58,0,2,FR5 DEVAL,75,KI,,
2018-08-20,84,6,7,FR5,75,KI,,
2018-08-21,405,4,8,FR5,75,KI,,
2018-08-22,142,8,9,FR5,75,KI,,
2018-08-23,440,3,10,FR5,75,KI,,
2018-08-24,485,2,11,FR5,75,KI,,
2018-08-27,430,3,12,FR5,75,KI,,
2018-08-28,726,18,1,PR 2HR,75,KI,,
2018-08-29,365,0,13,FR5,75,KI,,
2018-08-30,767,14,2,PR 2HR,75,KI,,
2018-08-31,463,3,14,FR5,75,KI,,
2018-09-03,511,3,15,FR5,75,KI,,
2018-09-04,1047,30,3,PR 2HR,75,KI,,
2018-09-05,461,7,16,FR5,75,KI,,
2018-09-06,922,23,1,PR DL/FR5 DL,75,KI,,
2018-09-07,480,6,2,FR5 DL/PR DL,75,KI,,
2018-09-10,435,6,17,FR5,75,KI,,
2018-09-11,707,13,1,PR 2HR + ATO,75,KI,ATO,1
2018-09-12,442,5,18,FR5,75,KI,,
2018-09-13,1133,18,4,PR 2HR,75,KI,,
2018-09-14,470,7,19,FR5,75,KI,,
2018-09-17,490,3,20,FR5,75,KI,,
2018-09-18,781,14,2,PR 2HR + ATO,75,KI,Saline,0
2018-09-19,551,5,21,FR5,75,KI,,
2018-09-20,915,36,5,PR 2HR,75,KI,,
2018-09-21,474,9,22,FR5,75,KI,,
2018-09-24,515,2,23,FR5,75,KI,,
2018-09-25,534,17,3,PR 2HR + ATO,75,KI,ATO,3
2018-07-23,27,0,1,FR1 SL,68,KI,,
2018-07-24,80,0,2,FR1 SL,68,KI,,
2018-07-25,17,0,3,FR1 SL,68,KI,,
2018-07-26,101,0,4,FR1 SL,68,KI,,
2018-07-27,117,3,1,FR1 DL,68,KI,,
2018-07-30,94,6,2,FR1 DL,68,KI,,
2018-07-31,88,1,3,FR1 DL,68,KI,,
2018-08-01,132,0,4,FR1 DL,68,KI,,
2018-08-02,216,0,1,FR3,68,KI,,
2018-08-03,306,0,2,FR3,68,KI,,
2018-08-06,290,0,3,FR3,68,KI,,
2018-08-07,210,2,4,FR3,68,KI,,
2018-08-08,492,1,1,FR5,68,KI,,
2018-08-09,354,2,2,FR5,68,KI,,
2018-08-10,347,0,3,FR5,68,KI,,
2018-08-13,229,0,4,FR5,68,KI,,
2018-08-14,85,0,1,FR5 DEVAL,68,KI,,
2018-08-15,181,0,5,FR5,68,KI,,
2018-08-16,269,0,6,FR5,68,KI,,
2018-08-17,106,0,2,FR5 DEVAL,68,KI,,
2018-08-20,247,0,7,FR5,68,KI,,
2018-08-21,258,0,8,FR5,68,KI,,
2018-08-22,220,1,9,FR5,68,KI,,
2018-08-23,420,0,10,FR5,68,KI,,
2018-08-24,215,0,11,FR5,68,KI,,
2018-08-27,180,3,12,FR5,68,KI,,
2018-08-28,467,1,1,PR 2HR,68,KI,,
2018-08-29,167,0,13,FR5,68,KI,,
2018-08-30,439,0,2,PR 2HR,68,KI,,
2018-08-31,162,3,14,FR5,68,KI,,
2018-09-03,311,0,15,FR5,68,KI,,
2018-09-04,546,1,3,PR 2HR,68,KI,,
2018-09-05,146,2,16,FR5,68,KI,,
2018-09-06,525,30,1,PR DL/FR5 DL,68,KI,,
2018-09-07,140,7,2,FR5 DL/PR DL,68,KI,,
2018-09-10,142,0,17,FR5,68,KI,,
2018-09-11,396,3,1,PR 2HR + ATO,68,KI,ATO,1
2018-09-12,256,2,18,FR5,68,KI,,
2018-09-13,399,3,4,PR 2HR,68,KI,,
2018-09-14,182,1,19,FR5,68,KI,,
2018-09-17,235,1,20,FR5,68,KI,,
2018-09-18,365,0,2,PR 2HR + ATO,68,KI,Saline,0
2018-09-19,173,0,21,FR5,68,KI,,
2018-09-20,629,10,5,PR 2HR,68,KI,,
2018-09-21,220,0,22,FR5,68,KI,,
2018-09-24,272,0,23,FR5,68,KI,,
2018-09-25,367,0,3,PR 2HR + ATO,68,KI,ATO,3
2018-07-23,11,0,1,FR1 SL,65,KI,,
2018-07-24,26,0,2,FR1 SL,65,KI,,
2018-07-25,82,0,3,FR1 SL,65,KI,,
2018-07-26,91,0,4,FR1 SL,65,KI,,
2018-07-27,88,11,1,FR1 DL,65,KI,,
2018-07-30,86,5,2,FR1 DL,65,KI,,
2018-07-31,125,1,3,FR1 DL,65,KI,,
2018-08-01,119,13,4,FR1 DL,65,KI,,
2018-08-02,111,2,1,FR3,65,KI,,
2018-08-03,0,0,2,FR3,65,KI,,
2018-08-06,104,4,3,FR3,65,KI,,
2018-08-07,65,2,4,FR3,65,KI,,
2018-08-08,59,6,1,FR5,65,KI,,
2018-08-09,64,27,2,FR5,65,KI,,
2018-08-10,65,25,3,FR5,65,KI,,
2018-08-13,49,11,4,FR5,65,KI,,
2018-08-14,17,3,1,FR5 DEVAL,65,KI,,
2018-08-15,55,9,5,FR5,65,KI,,
2018-08-16,105,7,6,FR5,65,KI,,
2018-08-17,23,4,2,FR5 DEVAL,65,KI,,
2018-08-20,62,7,7,FR5,65,KI,,
2018-08-21,75,11,8,FR5,65,KI,,
2018-08-22,80,8,9,FR5,65,KI,,
2018-08-23,99,14,10,FR5,65,KI,,
2018-08-24,115,17,11,FR5,65,KI,,
2018-08-27,125,11,12,FR5,65,KI,,
2018-08-28,205,26,1,PR 2HR,65,KI,,
2018-08-29,51,1,13,FR5,65,KI,,
2018-08-30,178,5,2,PR 2HR,65,KI,,
2018-08-31,100,5,14,FR5,65,KI,,
2018-09-03,90,1,15,FR5,65,KI,,
2018-09-04,198,16,3,PR 2HR,65,KI,,
2018-09-05,120,6,16,FR5,65,KI,,
2018-09-06,340,31,1,PR DL/FR5 DL,65,KI,,
2018-09-07,145,6,2,FR5 DL/PR DL,65,KI,,
2018-09-10,124,1,17,FR5,65,KI,,
2018-09-11,152,7,1,PR 2HR + ATO,65,KI,ATO,1
2018-09-12,140,4,18,FR5,65,KI,,
2018-09-13,382,25,4,PR 2HR,65,KI,,
2018-09-14,230,6,19,FR5,65,KI,,
2018-09-17,117,3,20,FR5,65,KI,,
2018-09-18,201,14,2,PR 2HR + ATO,65,KI,Saline,0
2018-09-19,108,4,21,FR5,65,KI,,
2018-09-20,231,21,5,PR 2HR,65,KI,,
2018-09-21,66,9,22,FR5,65,KI,,
2018-09-24,79,7,23,FR5,65,KI,,
2018-09-25,99,15,3,PR 2HR + ATO,65,KI,ATO,3
2018-07-23,31,0,1,FR1 SL,56,KI,,
2018-07-24,85,0,2,FR1 SL,56,KI,,
2018-07-25,149,0,3,FR1 SL,56,KI,,
2018-07-26,143,0,4,FR1 SL,56,KI,,
2018-07-27,162,1,1,FR1 DL,56,KI,,
2018-07-30,127,8,2,FR1 DL,56,KI,,
2018-07-31,149,16,3,FR1 DL,56,KI,,
2018-08-01,163,18,4,FR1 DL,56,KI,,
2018-08-02,405,17,1,FR3,56,KI,,
2018-08-03,387,6,2,FR3,56,KI,,
2018-08-06,339,10,3,FR3,56,KI,,
2018-08-07,378,13,4,FR3,56,KI,,
2018-08-08,551,1,1,FR5,56,KI,,
2018-08-09,569,1,2,FR5,56,KI,,
2018-08-10,500,5,3,FR5,56,KI,,
2018-08-13,480,1,4,FR5,56,KI,,
2018-08-14,163,4,1,FR5 DEVAL,56,KI,,
2018-08-15,475,2,5,FR5,56,KI,,
2018-08-16,320,4,6,FR5,56,KI,,
2018-08-17,113,4,2,FR5 DEVAL,56,KI,,
2018-08-20,290,10,7,FR5,56,KI,,
2018-08-21,331,4,8,FR5,56,KI,,
2018-08-22,485,8,9,FR5,56,KI,,
2018-08-23,590,9,10,FR5,56,KI,,
2018-07-23,15,0,1,FR1 SL,63,KI,,
2018-07-24,68,0,2,FR1 SL,63,KI,,
2018-07-25,116,0,3,FR1 SL,63,KI,,
2018-07-26,134,0,4,FR1 SL,63,KI,,
2018-07-27,125,4,1,FR1 DL,63,KI,,
2018-07-30,96,2,2,FR1 DL,63,KI,,
2018-07-31,134,3,3,FR1 DL,63,KI,,
2018-08-01,124,3,4,FR1 DL,63,KI,,
2018-08-02,319,5,1,FR3,63,KI,,
2018-08-03,264,6,2,FR3,63,KI,,
2018-08-06,261,2,3,FR3,63,KI,,
2018-08-07,261,3,4,FR3,63,KI,,
2018-08-08,395,4,1,FR5,63,KI,,
2018-08-09,555,0,2,FR5,63,KI,,
2018-08-10,494,2,3,FR5,63,KI,,
2018-08-13,295,1,4,FR5,63,KI,,
2018-08-14,147,2,1,FR5 DEVAL,63,KI,,
2018-08-15,453,2,5,FR5,63,KI,,
2018-08-16,458,1,6,FR5,63,KI,,
2018-08-17,106,3,2,FR5 DEVAL,63,KI,,
2018-08-20,420,10,7,FR5,63,KI,,
2018-08-21,482,9,8,FR5,63,KI,,
2018-08-22,215,32,9,FR5,63,KI,,
2018-08-23,445,5,10,FR5,63,KI,,
2018-08-24,685,3,11,FR5,63,KI,,
2018-08-27,545,3,12,FR5,63,KI,,
2018-08-28,1208,41,1,PR 2HR,63,KI,,
2018-08-29,365,2,13,FR5,63,KI,,
2018-08-30,680,74,2,PR 2HR,63,KI,,
2018-08-31,437,5,14,FR5,63,KI,,
2018-09-03,465,18,15,FR5,63,KI,,
2018-09-04,724,106,3,PR 2HR,63,KI,,
2018-09-05,526,12,16,FR5,63,KI,,
2018-09-06,614,3,1,PR DL/FR5 DL,63,KI,,
2018-09-07,927,27,2,FR5 DL/PR DL,63,KI,,
2018-09-10,526,11,17,FR5,63,KI,,
2018-09-11,559,33,1,PR 2HR + ATO,63,KI,ATO,3
2018-09-12,577,9,18,FR5,63,KI,,
2018-09-13,893,51,4,PR 2HR,63,KI,,
2018-09-14,482,16,19,FR5,63,KI,,
2018-09-17,662,8,20,FR5,63,KI,,
2018-09-18,792,17,2,PR 2HR + ATO,63,KI,ATO,1
2018-09-19,700,4,21,FR5,63,KI,,
2018-09-20,995,47,5,PR 2HR,63,KI,,
2018-09-21,635,11,22,FR5,63,KI,,
2018-09-24,687,2,23,FR5,63,KI,,
2018-09-25,1005,14,3,PR 2HR + ATO,63,KI,Saline,0
2018-07-23,28,0,1,FR1 SL,81,KI,,
2018-07-24,76,0,2,FR1 SL,81,KI,,
2018-07-25,80,0,3,FR1 SL,81,KI,,
2018-07-26,107,0,4,FR1 SL,81,KI,,
2018-07-27,112,2,1,FR1 DL,81,KI,,
2018-07-30,111,3,2,FR1 DL,81,KI,,
2018-07-31,124,2,3,FR1 DL,81,KI,,
2018-08-01,146,2,4,FR1 DL,81,KI,,
2018-08-02,275,0,1,FR3,81,KI,,
2018-08-03,309,2,2,FR3,81,KI,,
2018-08-06,293,1,3,FR3,81,KI,,
2018-08-07,263,0,4,FR3,81,KI,,
2018-08-08,410,0,1,FR5,81,KI,,
2018-08-09,475,4,2,FR5,81,KI,,
2018-08-10,420,0,3,FR5,81,KI,,
2018-08-13,279,3,4,FR5,81,KI,,
2018-08-14,73,0,1,FR5 DEVAL,81,KI,,
2018-08-15,220,0,5,FR5,81,KI,,
2018-08-16,180,0,6,FR5,81,KI,,
2018-08-17,39,0,2,FR5 DEVAL,81,KI,,
2018-08-20,191,3,7,FR5,81,KI,,
2018-08-21,290,1,8,FR5,81,KI,,
2018-08-22,445,5,9,FR5,81,KI,,
2018-08-23,495,0,10,FR5,81,KI,,
2018-08-24,515,2,11,FR5,81,KI,,
2018-08-27,373,0,12,FR5,81,KI,,
2018-08-28,802,25,1,PR 2HR,81,KI,,
2018-08-29,155,3,13,FR5,81,KI,,
2018-08-30,516,29,2,PR 2HR,81,KI,,
2018-08-31,210,1,14,FR5,81,KI,,
2018-09-03,343,4,15,FR5,81,KI,,
2018-09-04,901,27,3,PR 2HR,81,KI,,
2018-09-05,387,10,16,FR5,81,KI,,
2018-09-06,482,3,1,PR DL/FR5 DL,81,KI,,
2018-09-07,886,41,2,FR5 DL/PR DL,81,KI,,
2018-09-10,438,11,17,FR5,81,KI,,
2018-09-11,577,25,1,PR 2HR + ATO,81,KI,ATO,3
2018-09-12,466,2,18,FR5,81,KI,,
2018-09-13,827,31,4,PR 2HR,81,KI,,
2018-09-14,455,4,19,FR5,81,KI,,
2018-09-17,499,8,20,FR5,81,KI,,
2018-09-18,731,22,2,PR 2HR + ATO,81,KI,ATO,1
2018-09-19,489,3,21,FR5,81,KI,,
