Animal_ID,Date,Genotype,Total_Time_Zone_1,Total_Time_Zone_3,Total_Time,Total_Time_Conditioned,Total_Time_Unconditioned,Time_Difference,Total_Distance_Zone_1,Total_Distance_Zone_3,Total_Distance,Total_Distance_Conditioned,Total_Distance_Unconditioned,Distance_Difference,Conditioned_Pattern,Conditioned_Zone,Chamber,Run,Stage
73,2017-09-01,WT,475.5,1044.6,1520.1,1044.6,475.5,2.20,3743.00,7057.00,10800.00,7057,3743,1.89,Swirls,3,5,3,Reinstatement
65,2017-09-01,WT,568.3,759.7,1328,759.7,568.3,1.34,4286.00,5169.00,9455.00,5169,4286,1.21,Swirls,3,1,3,Reinstatement
108,2017-09-01,NL3,385.6,1161.3,1546.9,1161.3,385.6,3.01,3259.00,8191.00,11450.00,8191,3259,2.51,Swirls,3,2,3,Reinstatement
100,2017-09-01,NL3,456.5,976.2,1432.7,976.2,456.5,2.14,4410.00,8341.00,12751.00,8341,4410,1.89,Swirls,3,3,4,Reinstatement
90,2017-09-02,WT,0,1800,1800,1800,0,,0.00,11032.00,11032.00,11032,0,,Swirls,3,1,1,Extinction
96,2017-09-02,WT,1800,0,1800,1800,0,,8109.00,0.00,8109.00,8109,0,,Stripes,1,2,2,Extinction
103,2017-09-02,NL3,0,1800,1800,1800,0,,0.00,10178.00,10178.00,10178,0,,Swirls,3,4,1,Extinction
90,2017-09-03,WT,665.8,631.6,1297.4,631.6,665.8,0.95,6991.00,5572.00,12563.00,5572,6991,0.80,Swirls,3,1,1,Extinction_Test
96,2017-09-03,WT,591.9,747,1338.9,591.9,747,0.79,3650.00,3526.00,7176.00,3650,3526,1.04,Stripes,1,2,2,Extinction_Test
103,2017-09-03,NL3,578.6,487.5,1066.1,487.5,578.6,0.84,6010.00,5148.00,11158.00,5148,6010,0.86,Swirls,3,4,1,Extinction_Test
90,2017-09-04,WT,633.6,786.4,1420,786.4,633.6,1.24,8537.00,9677.00,18214.00,9677,8537,1.13,Swirls,3,1,1,Reinstatement
96,2017-09-04,WT,876.8,723.3,1600.1,876.8,723.3,1.21,5966.00,4812.00,10778.00,5966,4812,1.24,Stripes,1,2,2,Reinstatement
103,2017-09-04,NL3,561.3,912.3,1473.6,912.3,561.3,1.63,6609.00,11690.00,18299.00,11690,6609,1.77,Swirls,3,4,1,Reinstatement
,,,,,,,,,,,,,,,,,,,
